path,label,subset,logit_E,logit_R,logit_D,logit_S
exp/genimage_eval_700_adv_surE/fake/adm/109_adm_181.PNG,0,adm,375.1427917480469,-0.26454803347587585,3.2821547985076904,6.538593769073486
exp/genimage_eval_700_adv_surE/fake/adm/111_adm_134.PNG,0,adm,318.7969970703125,4.503262996673584,-0.846141517162323,7.589986324310303
exp/genimage_eval_700_adv_surE/fake/adm/114_adm_109.PNG,0,adm,289.50616455078125,7.627713203430176,5.568577289581299,3.6421475410461426
exp/genimage_eval_700_adv_surE/fake/adm/119_adm_99.PNG,0,adm,373.5304260253906,8.322343826293945,6.201953411102295,6.390669345855713
exp/genimage_eval_700_adv_surE/fake/adm/142_adm_56.PNG,0,adm,317.5330505371094,5.0502166748046875,6.6762919425964355,7.327816486358643
exp/genimage_eval_700_adv_surE/fake/adm/168_adm_161.PNG,0,adm,361.1640319824219,2.6224493980407715,-3.1261847019195557,6.3375139236450195
exp/genimage_eval_700_adv_surE/fake/adm/189_adm_70.PNG,0,adm,284.2125244140625,9.219345092773438,5.345245838165283,5.815106391906738
exp/genimage_eval_700_adv_surE/fake/adm/190_adm_80.PNG,0,adm,344.6709289550781,2.290614128112793,-4.125433444976807,2.690861940383911
exp/genimage_eval_700_adv_surE/fake/adm/194_adm_55.PNG,0,adm,380.3003845214844,1.8659216165542603,-1.5885882377624512,7.3428497314453125
exp/genimage_eval_700_adv_surE/fake/adm/197_adm_28.PNG,0,adm,414.7705993652344,8.291213035583496,2.3879401683807373,7.717294692993164
exp/genimage_eval_700_adv_surE/fake/adm/199_adm_11.PNG,0,adm,433.1987609863281,10.728290557861328,7.785512924194336,6.926052570343018
exp/genimage_eval_700_adv_surE/fake/adm/1_adm_180.PNG,0,adm,364.69793701171875,6.293806076049805,6.884102821350098,7.139916896820068
exp/genimage_eval_700_adv_surE/fake/adm/20_adm_90.PNG,0,adm,368.1018371582031,5.206506252288818,5.463782787322998,6.5471577644348145
exp/genimage_eval_700_adv_surE/fake/adm/244_adm_24.PNG,0,adm,335.0638122558594,9.694815635681152,8.65361213684082,6.889768123626709
exp/genimage_eval_700_adv_surE/fake/adm/255_adm_33.PNG,0,adm,364.0003967285156,6.990109920501709,4.625003337860107,8.683065414428711
exp/genimage_eval_700_adv_surE/fake/adm/256_adm_21.PNG,0,adm,324.7507019042969,8.803534507751465,6.558538913726807,3.947556495666504
exp/genimage_eval_700_adv_surE/fake/adm/265_adm_108.PNG,0,adm,392.5291442871094,9.56801700592041,6.0366716384887695,6.44922399520874
exp/genimage_eval_700_adv_surE/fake/adm/268_adm_86.PNG,0,adm,275.7733154296875,6.062822341918945,7.648833274841309,7.79402494430542
exp/genimage_eval_700_adv_surE/fake/adm/273_adm_66.PNG,0,adm,218.9268341064453,5.318048000335693,1.5584087371826172,2.8060173988342285
exp/genimage_eval_700_adv_surE/fake/adm/278_adm_98.PNG,0,adm,305.71453857421875,6.1731061935424805,3.518954038619995,7.271388053894043
exp/genimage_eval_700_adv_surE/fake/adm/283_adm_111.PNG,0,adm,373.5746765136719,7.791794776916504,4.547614574432373,7.545114994049072
exp/genimage_eval_700_adv_surE/fake/adm/291_adm_0.PNG,0,adm,369.9136657714844,6.164838790893555,8.416955947875977,7.8805999755859375
exp/genimage_eval_700_adv_surE/fake/adm/296_adm_53.PNG,0,adm,256.92242431640625,9.033254623413086,6.381338119506836,7.287966251373291
exp/genimage_eval_700_adv_surE/fake/adm/299_adm_42.PNG,0,adm,415.2420959472656,10.303572654724121,7.943824768066406,8.451310157775879
exp/genimage_eval_700_adv_surE/fake/adm/312_adm_70.PNG,0,adm,285.4922180175781,6.008636951446533,5.187336444854736,8.477596282958984
exp/genimage_eval_700_adv_surE/fake/adm/324_adm_175.PNG,0,adm,300.3283996582031,4.558436393737793,5.110758304595947,7.168761253356934
exp/genimage_eval_700_adv_surE/fake/adm/335_adm_69.PNG,0,adm,190.46241760253906,7.709839820861816,3.4568583965301514,7.503255844116211
exp/genimage_eval_700_adv_surE/fake/adm/342_adm_131.PNG,0,adm,399.25286865234375,11.22342586517334,8.503023147583008,7.569014072418213
exp/genimage_eval_700_adv_surE/fake/adm/345_adm_111.PNG,0,adm,419.7192077636719,7.149338722229004,9.117949485778809,9.20920467376709
exp/genimage_eval_700_adv_surE/fake/adm/350_adm_155.PNG,0,adm,432.37506103515625,6.412402153015137,-0.18820928037166595,7.869192123413086
exp/genimage_eval_700_adv_surE/fake/adm/385_adm_145.PNG,0,adm,433.7810363769531,11.635279655456543,9.301644325256348,8.034601211547852
